"en_airport","ko_airport","iata_code","icao_code","region","en_country","ko_country","en_city","ko_city","time_diff","des"
Federico Fellini International Airport,페데리코 펠리니 국제 공항,RMI,LIPR,유럽,Italy,이탈리아,Rimini,리미니,-7.0,리미니
Federico GarcIa Lorca Airport,페데리코 가르시아 로르카 공항,GRX,LEGR,유럽,Spain,스페인,Granada,그라나다,-7.0,그라나다
Feira de Santana Airport,페이라 데 산타나 공항,FEC,SDIY,중남미,Brazil,브라질,Feira de Santana,페이라 지 산타나,-12.0,페이라 지 산타나
Felix Houphouet Boigny Airport,펠릭스 우푸에 부아니 공항,ABJ,DIAP,중동아프리카,Cote d'Ivoire,코트디부아르,Abidjan,아비장,-8.0,아비장
Felts Field,펠츠 필드,SFF,KSFF,북미캐나다,United States,미국,Spokane,스포캔,-17.0,스포캔
Fengning Airport,펑닝 공항,n/a,n/a,아시아태평양,China,중국,Fengning,펑닝,-1.0,펑닝
Fera Airport,페라 공항,FRE,AGGF,아시아태평양,Solomon Islands,솔로몬 제도,Fera Island,페라 섬,2.0,페라 섬
Ferdinand Lumban Tobing Airport,페르디난드 룸반 토빙 공항,FLZ,WIMS,아시아태평양,Indonesia,인도네시아,Sibolga,시볼가,-2.0,시볼가
Fergana International Airport,페르가나 국제 공항,FEG,UTFF,아시아태평양,Uzbekistan,우즈베키스탄,Fergana,페르가나,-4.0,페르가나
Fernando de Noronha Airport,페르난도 데 노로냐 공항,FEN,SBFN,중남미,Brazil,브라질,Fernando de Noronha,페르난두 지 노로냐,-12.0,페르난두 지 노로냐
Fernando Luis Ribas Dominicci Airport,페르난도 루이스 리바스 도미니치 공항,SIG,TJIG,중남미,Puerto Rico,푸에르토리코,San Juan,산후안,-13.0,산후안
Fes Saiss Airport,페스 사이스 공항,FEZ,GMFF,중동아프리카,Morocco,모로코,Fez,페즈,-8.0,페즈
Fianarantsoa Airport,피아나란초아 공항,WFI,FMSF,중동아프리카,Madagascar,마다가스카르,Fianarantsoa,피아나라찬초아,-6.0,피아나라찬초아
Figari Sud Corse Airport,피가리 수드 코르세 공항,FSC,LFKF,유럽,France,프랑스,Figari,피가리,-7.0,피가리
Fishermans Bay/LPS Seaplane Base,피셔맨스 베이/LPS 수상비행기 기지,LPS,n/a,북미캐나다,United States,미국,Lopez Island,로페즈 아일랜드,-16.0,로페즈 아일랜드
Fitiuta Airport,피티우타 공항,FTI,NSFQ,아시아태평양,American Samoa,아메리칸 사모아,Fitiuta,피티우타,-20.0,피티우타
Fitzroy Crossing Airport,피츠로이 크로싱 공항,FIZ,YFTZ,대양주,Australia,오스트레일리아,Fitzroy Crossing,피츠로이 크로싱,-1.0,피츠로이 크로싱
Flagstaff Pulliam Airport,플래그스태프 풀리엄 공항,FLG,KFLG,북미캐나다,United States,미국,Flagstaff,플래그스태프,-16.0,플래그스태프
Flamingo International Airport,플라밍고 국제 공항,BON,TNCB,중남미,Caribbean Netherlands,네덜란드령 카리브,Kralendijk,크라렌데이크,-13.0,크라렌데이크
Flin Flon Airport,플린 플론 공항,YFO,CYFO,북미캐나다,Canada,캐나다,Flin Flon,플린 플론,-15.0,플린 플론
Flinders Island Airport,플린더스 아일랜드 공항,FLS,YFLI,대양주,Australia,오스트레일리아,Flinders Island,플린더스 아일랜드,1.0,플린더스 아일랜드
Florence Airport Peretola,피렌체 공항 페레톨라,FLR,LIRQ,유럽,Italy,이탈리아,Florence,플로렌스,-7.0,플로렌스
Florence Regional Airport,피렌체 공항,FLO,KFLO,북미캐나다,United States,미국,Florence,플로렌스,-7.0,플로렌스
Flores Airport,플로레스 공항,FLW,LPFL,유럽,Portugal,포르투갈,Flores Island,플로레스 제도,-10.0,플로레스 제도
Florida Keys Marathon Airport,플로리다 키스 마라톤 공항,MTH,KMTH,북미캐나다,United States,미국,Marathon,마라톤,-14.0,마라톤
Floro Airport,플로로 공항,FRO,ENFL,유럽,Norway,노르웨이,Floro,플뢰뢰,-7.0,플뢰뢰
Flughafen Lahr ,라르 공항,LHA,EDTL,유럽,Germany,독일,Lahr,라르,-7.0,라르
Foggia Airport,포지아 공항,FOG,LIBF,유럽,Italy,이탈리아,Foggia,포자,-7.0,포자
Fond du Lac Airport,퐁뒤락 공항,ZFD,CZFD,북미캐나다,Canada,캐나다,Fond-du-Lac,퐁뒤라크,-15.0,퐁뒤라크
Fonte Boa Airport,폰테 보아 공항,FBA,SWOB,중남미,Brazil,브라질,Fonte Boa,폰치 보아,-14.0,폰치 보아
Ford Airport,포드 공항,IMT,KIMT,북미캐나다,United States,미국,Iron Mountain,아이언 마운틴,-14.0,아이언 마운틴
Forde Airport Bringeland,브린절랜드 공항,FDE,ENBL,유럽,Norway,노르웨이,Forde,포르데,-7.0,포르데
Forli International Airport,포를리 국제공항,FRL,LIPK,유럽,Italy,이탈리아,Forli,포를리,-7.0,포를리
Formosa International Airport,포르모사 국제공항,FMA,SARF,중남미,Argentina,아르헨티나,Formosa,포르모사,-12.0,포르모사
Fort Albany Airport,포트 알바니 공항,YFA,CYFA,북미캐나다,Canada,캐나다,Fort Albany,포트 올버니,-13.0,포트 올버니
Fort Chipewyan Airport,포트 치페위안 공항,YPY,CYPY,북미캐나다,Canada,캐나다,Fort Chipewyan,포트 치페와이안,-15.0,포트 치페와이안
Fort Collins Loveland Municipal Airport,포트콜린스 러브랜드 공항,FNL,KFNL,북미캐나다,United States,미국,Fort Collins,포트 콜린스,-15.0,포트 콜린스
Fort Dodge Regional Airport,포트닷지 공항,FOD,KFOD,북미캐나다,United States,미국,Fort Dodge,포트 도지,-14.0,포트 도지
Fort Frances Municipal Airport,포트 프란시스 공항,YAG,CYAG,북미캐나다,Canada,캐나다,Fort Frances,포트 프랜시스,-14.0,포트 프랜시스
Fort Good Hope Airport,포트 굿 호프 공항,YGH,CYGH,북미캐나다,Canada,캐나다,Fort Good Hope,포트 굿 호프,-16.0,포트 굿 호프
Fort Hope Airport,포트 호프 공항,YFH,CYFH,북미캐나다,Canada,캐나다,Fort Hope,포트 호프,-14.0,포트 호프
Fort Lauderdale Executive Airport,포트로더데일 이그제큐티브 공항,FXE,KFXE,북미캐나다,United States,미국,Fort Lauderdale,포트 로더데일,-13.0,포트 로더데일
Fort Lauderdale Hollywood International Airport,포트로더데일 할리우드 국제공항,FLL,KFLL,북미캐나다,United States,미국,Fort Lauderdale,포트 로더데일,-13.0,포트 로더데일
Fort McMurray International Airport,포트 맥머리 국제 공항,YMM,CYMM,북미캐나다,Canada,캐나다,Fort McMurray,포트 맥머레이,-16.0,포트 맥머레이
Fort McPherson Airport,포트 맥퍼슨 공항,ZFM,CZFM,북미캐나다,Canada,캐나다,Fort McPherson,포트 맥퍼슨,-16.0,포트 맥퍼슨
Fort Resolution Airport,포트 레졸루션 공항,YFR,CYFR,북미캐나다,Canada,캐나다,Fort Resolution,포트 레졸루션,-15.0,포트 레졸루션
Fort Severn Airport,포트 세번 공항,YER,CYER,북미캐나다,Canada,캐나다,Fort Severn,포트 세번,-14.0,포트 세번
Fort Simpson Airport,포트 심슨 공항,YFS,CYFS,북미캐나다,Canada,캐나다,Fort Simpson,포트 심슨,-16.0,포트 심슨
Fort Smith Airport,포트 스미스 공항,YSM,CYSM,북미캐나다,Canada,캐나다,Fort Smith,포트 스미스,-15.0,포트 스미스
Fort Smith Regional Airport,포트 스미스 공항,FSM,KFSM,북미캐나다,United States,미국,Fort Smith,포트 스미스,-15.0,포트 스미스
Fort St. John Airport,포트세인트존 공항,YXJ,CYXJ,북미캐나다,Canada,캐나다,Fort St. John,포트 세인트 존,-16.0,포트 세인트 존
Fort Valley Federal International Airport,포트 밸리 연방 국제 공항,LMM,MMLM,중남미,Mexico,멕시코,Los Mochis,로스 모치스,-15.0,로스 모치스
Fort Wayne International Airport,포트 웨인 국제 공항,FWA,KFWA,북미캐나다,United States,미국,Fort Wayne,포트 웨인,-14.0,포트 웨인
Fort Worth Alliance Airport,포트워스 얼라이언스 공항,AFW,KAFW,북미캐나다,United States,미국,Fort Worth,포트워스,-15.0,포트워스
Fort Worth Meacham International Airport,포트워스 미컴 국제공항,FTW,KFTW,북미캐나다,United States,미국,Fort Worth,포트워스,-15.0,포트워스
Fort Yukon Airport,포트 유콘 공항,FYU,PFYU,북미캐나다,United States,미국,Fort Yukon,포트 유콘,-17.0,포트 유콘
Fortescue Dave Forrest Airport,포테스큐 데이브 포레스트 공항,KFE,YFDF,대양주,Australia,오스트레일리아,Cloudbreak,클라우드브레이크,3.0,클라우드브레이크
Foshan Shadi Airport,포산 샤디 공항,FUO,ZGFS,아시아태평양,China,중국,Foshan,포산,-1.0,포산
Foula Airfield,풀라 비행장,FOA,n/a,유럽,United Kingdom,영국,Foula,풀라,-8.0,풀라
Four Corners Regional Airport,포코너스 공항,FMN,KFMN,북미캐나다,United States,미국,Farmington,파밍턴,-16.0,파밍턴
Foya Airport,포야 공항,FOY,n/a,중동아프리카,Liberia,라이베리아,Foya,포야,-8.0,포야
Foz do Iguacu International Airport,포스두이구아수 국제공항,IGU,SBFI,중남미,Brazil,브라질,Foz do Iguacu,포스 두 이구아수,-12.0,포스 두 이구아수
Franca Airport,프랑카 공항,FRC,SIMK,중남미,Brazil,브라질,Franca,프랑카,-12.0,프랑카
Franceville/Mvengue Airport,프랑스빌 므벤그 공항,MVB,FOON,중동아프리카,Gabon,가봉,Franceville,프랑스빌,-8.0,프랑스빌
Francisco alvares de Assis Airport,프란시스코 알바레스 데 아시스 공항,JDF,SBJF,중남미,Brazil,브라질,Juiz de Fora,주이스 지 포라,-12.0,주이스 지 포라
Francisco B. Reyes Airport,프란시스코 B. 레예스 공항,USU,RPVV,아시아태평양,Philippines,필리핀,Busuanga,부수앙가,-1.0,부수앙가
Francisco Bangoy International Airport,프란시스코 방고이 국제공항,DVO,RPMD,아시아태평양,Philippines,필리핀,Davao,다바오,-1.0,다바오
Francisco Beltrao Airport,프란시스코 벨트랑 공항,FBE,SSFB,중남미,Brazil,브라질,Francisco Beltrao,프란시스코 벨트라오,-12.0,프란시스코 벨트라오
Francisco Carle Airport,프란시스코 칼레 공항,JAU,SPJJ,중남미,Peru,페루,Jauja,하우하,-14.0,하우하
Francisco Correa da Cruz Airport,프란시스코 코레아 다 크루즈 공항,HUW,SWHT,중남미,Brazil,브라질,Humaita,우마이타,-14.0,우마이타
Francisco de Orellana Airport,프란시스코 데 오렐라나 공항,OCC,SECO,중남미,Ecuador,에콰도르,Coca,코카,-14.0,코카
Francisco de Sa Carneiro Airport,프란시스코 데 사 카르네이루 공항,OPO,LPPR,유럽,Portugal,포르투갈,Porto,포르투,-8.0,포르투
Francisco Sarabia International Airport,프란시스코 사라비아 국제공항,TRC,MMTC,중남미,Mexico,멕시코,Torreon,토레온,-15.0,토레온
Francistown Airport,프랜시스타운 공항,FRW,FBFT,중동아프리카,Botswana,보츠와나,Francistown,프란시스타운,-7.0,프란시스타운
Franjo Tuđman Airport,플레소 공항,ZAG,LDZA,유럽,Croatia,크로아티아,Zagreb,자그레브,-7.0,자그레브
Frank Miloye Milenkowichi MarIlia State Airport,프랭크 밀로예 밀렌코비치 마릴리아 공항,MII,SBML,중남미,Brazil,브라질,MarIlia,마릴리아,-12.0,마릴리아
Frank PaIs Airport,프랭크 파이스 공항,HOG,MUHG,중남미,Cuba,쿠바,HolguIn,올긴,-14.0,올긴
Frankfurt Airport,프랑크푸르트 공항,FRA,EDDF,유럽,Germany,독일,Frankfurt,프랑크푸르트,-7.0,프랑크푸르트
Frankfurt Hahn Airport,프랑크푸르트 한 공항,HHN,EDFH,유럽,Germany,독일,Lautzenhausen,라우첸하우젠,-7.0,라우첸하우젠
Frans Kaisiepo Airport,프란스 카이시에포 공항,BIK,WABB,아시아태평양,Indonesia,인도네시아,Biak,비아크,0.0,비아크
Frans Sales Lega Airport,프란스 살레 레가 공항,RTG,WATG,아시아태평양,Indonesia,인도네시아,Ruteng,루텡,-2.0,루텡
Frans Seda Airport,프란스 세다 공항,MOF,WATC,아시아태평양,Indonesia,인도네시아,Maumere,마우메레,-1.0,마우메레
Fredericton International Airport,프레더릭턴 국제 공항,YFC,CYFC,북미캐나다,Canada,캐나다,Fredericton,프레더릭턴,-13.0,프레더릭턴
Fresno Yosemite International Airport,프레즈노 요세미티 국제 공항,FAT,KFAT,북미캐나다,United States,미국,Fresno,프레즈노,-17.0,프레즈노
Friday Harbor Airport,프라이데이 하버 공항,FRD,KFHR,북미캐나다,United States,미국,Friday Harbor,프라이데이 하버,-17.0,프라이데이 하버
Friday Harbor Seaplane Base,프라이데이 하버 수상비행기 기지,FBS,n/a,북미캐나다,United States,미국,Friday Harbor,프라이데이 하버,-17.0,프라이데이 하버
Friedman Memorial Airport,프리드먼 메모리얼 공항,SUN,KSUN,북미캐나다,United States,미국,Hailey-Sun Valley,헤일리-선 밸리,-16.0,헤일리-선 밸리
Friedrichshafen Airport,프리드리히스하펜 공항,FDH,EDNY,유럽,Germany,독일,Friedrichshafen,프리드리히스하펜,-7.0,프리드리히스하펜
Fuaamotu International Airport,푸아모투 국제공항,TBU,NFTF,아시아태평양,Tonga,통가,Nukualofa,누쿠알로파,4.0,누쿠알로파
Fuerte Olimpo Airport,푸에르테 올림포 공항,OLK,SGOL,중남미,Paraguay,파라과이,Fuerte Olimpo,푸에르테 올림포,-13.0,푸에르테 올림포
Fuerteventura Airport,푸에르테벤투라 공항,FUE,GCFV,유럽,Spain,스페인,Fuerteventura,푸에르테벤투라,-8.0,푸에르테벤투라
Fujairah International Airport,푸자이라 국제 공항,FJR,OMFJ,중동아프리카,United Arab Emirates,아랍에미레이트,Fujairah,푸자이라,-5.0,푸자이라
Fukue Airport,후쿠에 공항,FUJ,RJFE,아시아태평양,Japan,일본,Fukue,후쿠에,0.0,후쿠에
Fukuoka Airport,후쿠오카 공항,FUK,RJFF,아시아태평양,Japan,일본,Fukuoka,후쿠오카,0.0,후쿠오카
Fukushima Airport,후쿠시마 공항,FKS,RJSF,아시아태평양,Japan,일본,Fukushima,후쿠시마,0.0,후쿠시마
Fulton County Airport,풀턴 카운티 공항,FTY,KFTY,북미캐나다,United States,미국,Atlanta,애틀랜타,-13.0,애틀랜타
Funadhoo Airport,푸나드후 공항,FND,VRCF,아시아태평양,Maldives,몰디브,Funadhoo,푸나두,-4.0,푸나두
Funafuti International Airport,푸나푸티 국제공항,FUN,NGFU,아시아태평양,Tuvalu,투발루,Funafuti,푸나푸티,3.0,푸나푸티
Futuna Airport,푸투나 공항,FTA,NVVF,아시아태평양,Vanuatu,바누아투,Futuna Island,푸투나 섬,2.0,푸투나 섬
Fuvahmulah Airport,푸바물라 공항,FVM,VRMR,아시아태평양,Maldives,몰디브,Fuvahmulah,푸바물라,-4.0,푸바물라
Fuyang Xiguan Airport,푸양 시관 공항,FUG,ZSFY,아시아태평양,China,중국,Fuyang,푸양,-1.0,푸양
Fuyuan Dongji Airport,푸위안 둥지 공항,FYJ,ZYFY,아시아태평양,China,중국,Fuyuan,푸위안,2.0,푸위안
Fuyun Koktokay Airport,푸윈 콕토케이 공항,FYN,ZWFY,아시아태평양,China,중국,Fuyun,푸윈,-3.0,푸윈
Fuzhou Changle International Airport,푸저우 창러 국제공항,FOC,ZSFZ,아시아태평양,China,중국,Fuzhou,푸저우,-1.0,푸저우
Fuzuli International Airport,푸쭈리 국제공항,FZL,UBBF,아시아태평양,Azerbaijan,아제르바이잔,Fuzuli,푸줄리,-5.0,푸줄리
Gabes Matmata International Airport,가베스 마트마타 국제공항,GAE,DTTG,중동아프리카,Tunisia,튀니지,Gabes,가베스,-8.0,가베스
Gabriel Vargas Santos Airport,가브리엘 바르가스 산토스 공항,TME,SKTM,중남미,Colombia,콜롬비아,Tame,타메,-14.0,타메
Gachsaran Airport,가흐사란 공항,GCH,OIAH,중동아프리카,Iran,이란,Gachsaran,가치사란,-5.5,가치사란
Gafsa Ksar International Airport,가프사 크사르 국제공항,GAF,DTTF,중동아프리카,Tunisia,튀니지,Gafsa,가프사,-8.0,가프사
Gaggal Airport,개갈 공항,DHM,VIGG,아시아태평양,India,인도,Kangra,캉그라,-3.5,캉그라
Gainesville Regional Airport,게인즈빌 공항,GNV,KGNV,북미캐나다,United States,미국,Gainesville,게인즈빌,-13.0,게인즈빌
GAllivare Airport,옐리바레 공항,GEV,ESNG,유럽,Sweden,스웨덴,GAllivare,옐리바레,-7.0,옐리바레
Galway Airport,골웨이 공항,GWY,EICM,유럽,Ireland,아일랜드,Galway,골웨이,-8.0,골웨이
Gamar Malamo Airport,가마르 말라모 공항,GLX,WAMA,아시아태평양,Indonesia,인도네시아,Galela,갈렐라,0.0,갈렐라
Gamba Airport,감바 공항,GAX,n/a,중동아프리카,Gabon,가봉,Gamba,감바,-8.0,감바
Gambela Airport,감벨라 공항,GMB,HAGM,중동아프리카,Ethiopia,이디오피아,Gambela,감벨라,-6.0,감벨라
Gambell Airport,갬벨 공항,GAM,PAGM,북미캐나다,United States,미국,Gambell,갬벨,-18.0,갬벨
Gan International Airport,간 국제 공항,GAN,VRMG,아시아태평양,Maldives,몰디브,Gan Island,간 제도,-4.0,간 제도
Gander International Airport,갠더 국제공항,YQX,CYQX,북미캐나다,Canada,캐나다,Gander,갠더,-12.5,갠더
Ganges Water Aerodrome,갠지스 수상 비행장,YGG,n/a,북미캐나다,Canada,캐나다,Ganges,갠지스,-8.0,갠지스
Ganja International Airport,간자 국제 공항,GNJ,UBBG,아시아태평양,Azerbaijan,아제르바이잔,Ganja,간자,-5.0,간자
Gannan Xiahe Airport,간난 샤허 공항,GXH,ZLXH,아시아태평양,China,중국,Xiahe,샤허,-1.0,샤허
Ganzhou Huangjin Airport,간저우 황진 공항,KOW,ZSGZ,아시아태평양,China,중국,Ganzhou,간저우,-1.0,간저우
Ganzhou Ruijin Airport,간저우 루이진 공항,JRJ,n/a,아시아태평양,China,중국,Ruijin,루이진,-1.0,루이진
Gao International Airport,가오 국제공항,GAQ,GAGO,중동아프리카,Mali,말리,Gao,가오,-8.0,가오
Garachine Airport,가라치네 공항,GHE,n/a,중남미,Panama,파나마,Garachine,가라치네,-14.0,가라치네
Gardabya Airport,가르다비아 공항,SRX,HLGD,중동아프리카,Libya,리비아,Sirte,시르테,-7.0,시르테
Garden City Regional Airport,가든 시티 공항,GCK,KGCK,북미캐나다,United States,미국,Garden City,가든 시티,-15.0,가든 시티
Garden Point Airport,가든 포인트 공항,GPN,YGPT,대양주,Australia,오스트레일리아,GardenPnt,가든 포인트,-1.0,가든 포인트
Garissa Airport,가리사 공항,GAS,HKGA,중동아프리카,Kenya,케냐,Garissa,가리사,-6.0,가리사
Garoua International Airport,가루아 국제 공항,GOU,FKKR,중동아프리카,Cameroon,카메룬,Garoua,가루아,-8.0,가루아
Garowe International Airport,가로웨 국제공항,GGR,HCMW,중동아프리카,Somalia,소말리아,Garowe,가로웨,-6.0,가로웨
Gary/Chicago International Airport,게리/시카고 국제공항,GYY,KGYY,북미캐나다,United States,미국,Gary,개리,-14.0,개리
