"출발국가","출발공항","공항코드","운항일자","계획시간","실제시간","운항편명","환승승객"
"태국","치앙마이","CNX","2024-11-12","18:55","19:57","OZ765","55"
"베트남","다낭","DAD","2024-11-12","19:00","19:22","TW191","1"
"일본","나고야","NGO","2024-11-12","19:00","19:28","KE743","27"
"일본","오사카/ 간사이","KIX","2024-11-12","19:00","19:47","KE721","33"
"싱가포르","싱가포르","SIN","2024-11-12","19:05","19:25","OZ753","10"
"태국","방콕/수완나품","BKK","2024-11-12","19:05","19:34","KE653","151"
"중국","상하이/푸동","PVG","2024-11-12","19:05","19:38","KE895","69"
"태국","치앙마이","CNX","2024-11-12","19:05","20:11","KE667","79"
"일본","오사카/ 간사이","KIX","2024-11-12","19:10","19:40","OZ116","29"
"태국","치앙마이","CNX","2024-11-12","19:10","19:49","7C4205","32"
"중국","장가계","DYG","2024-11-12","19:20","19:44","KE163","0"
"필리핀","마닐라","MNL","2024-11-12","19:20","19:59","OZ703","121"
"미국","애틀랜타","ATL","2024-11-12","19:25","20:01","DL026","149"
"홍콩","홍콩","HKG","2024-11-12","19:25","20:05","OZ745","37"
"베트남","호찌민","SGN","2024-11-12","19:25","20:22","OZ735","100"
"필리핀","보홀 팡라오","TAG","2024-11-12","19:30","19:52","RS581","0"
"미국","미니애폴리스","MSP","2024-11-12","19:30","19:53","DL170","150"
"태국","방콕/수완나품","BKK","2024-11-12","19:30","20:12","7C2203","6"
"베트남","하노이","HAN","2024-11-12","19:30","20:36","OZ733","45"
"미국","뉴욕/존에프케네디","JFK","2024-11-12","19:30","20:41","KE085","185"
"홍콩","홍콩","HKG","2024-11-12","19:35","20:08","CX419","17"
"캄보디아","프놈펜","PNH","2024-11-12","19:35","20:14","OZ739","35"
"한국","부산","PUS","2024-11-12","19:35","20:16","KE1427","318"
"베트남","호찌민","SGN","2024-11-12","19:35","20:29","KE477","197"
"라오스","비엔티안","VTE","2024-11-12","19:35","21:10","LJ161","6"
"중국","하얼빈","HRB","2024-11-12","19:40","19:45","CZ684","23"
"말레이시아","코타키나발루","BKI","2024-11-12","19:40","20:20","OZ7375","3"
"미국","로스앤젤레스","LAX","2024-11-12","19:40","20:24","KE011","170"
"베트남","나트랑","CXR","2024-11-12","19:40","20:27","LJ087","0"
"키르기즈스탄","비슈케크","FRU","2024-11-12","19:45","20:53","TW603","12"
"대만","타이베이","TPE","2024-11-12","19:45","20:59","BR159","2"
"말레이시아","코타키나발루","BKI","2024-11-12","19:50","20:32","7C2507","1"
"태국","방콕/수완나품","BKK","2024-11-12","19:50","20:39","TW101","4"
"사이판","사이판","SPN","2024-11-12","20:00","20:34","TW307","4"
"홍콩","홍콩","HKG","2024-11-12","20:00","20:43","KE177","122"
"중국","상하이/푸동","PVG","2024-11-12","20:00","20:49","OZ367","115"
"호주","시드니","SYD","2024-11-12","20:00","20:51","OZ601","11"
"베트남","나트랑","CXR","2024-11-12","20:00","20:55","RS527","0"
"미국","시애틀","SEA","2024-11-12","20:05","20:47","DL196","124"
"필리핀","마닐라","MNL","2024-11-12","20:05","21:05","KE625","146"
"필리핀","보홀 팡라오","TAG","2024-11-12","20:05","21:46","LJ043","2"
"캐나다","토론토","YYZ","2024-11-12","20:10","20:57","AC062","167"
"베트남","나트랑","CXR","2024-11-12","20:10","21:01","KE467","19"
"베트남","나트랑","CXR","2024-11-12","20:10","21:04","TW157","6"
"대만","타이베이","TPE","2024-11-12","20:15","21:24","CI163","7"
"베트남","다낭","DAD","2024-11-12","20:20","20:45","TW127","2"
"태국","방콕/수완나품","BKK","2024-11-12","20:20","20:58","OZ743","31"
"필리핀","세부","CEB","2024-11-12","20:20","21:12","7C2405","2"
"필리핀","마닐라","MNL","2024-11-12","20:30","21:15","PR469","77"
"하와이","호놀룰루","HNL","2024-11-12","20:35","21:06","KE053","89"
"베트남","호찌민","SGN","2024-11-12","20:35","21:07","TW121","7"
"태국","방콕/수완나품","BKK","2024-11-12","20:35","21:08","KE659","154"
"라오스","비엔티안","VTE","2024-11-12","20:35","21:17","7C4303","15"
"일본","도쿄/하네다","HND","2024-11-12","20:40","21:16","KE719","25"
"대만","가오슝","KHH","2024-11-12","20:40","21:28","BR171","1"
"미국","로스앤젤레스","LAX","2024-11-12","20:40","22:02","OZ204","211"
"필리핀","보홀 팡라오","TAG","2024-11-12","20:45","21:32","7C4409","1"
"중국","이창","YIH","2024-11-12","20:45","21:49","7C8487","0"
"싱가포르","싱가포르","SIN","2024-11-12","20:45","21:57","TR841","0"
"베트남","나트랑","CXR","2024-11-12","20:50","21:30","ZE561","0"
"미국","샌프란시스코","SFO","2024-11-12","20:50","21:51","OZ212","163"
"중국","베이징/서우두","PEK","2024-11-12","20:55","21:18","KE853","111"
"베트남","다낭","DAD","2024-11-12","20:55","21:19","RS511","0"
"베트남","다낭","DAD","2024-11-12","20:55","21:21","ZE593","0"
"미국","라스베이거스","LAS","2024-11-12","21:00","21:13","KE005","127"
"일본","오사카/ 간사이","KIX","2024-11-12","21:00","21:24","MM710","0"
"중국","상하이/푸동","PVG","2024-11-12","21:05","21:15","CZ370","8"
"중국","칭다오","TAO","2024-11-12","21:10","21:25","SC4618","5"
"필리핀","세부","CEB","2024-11-12","21:10","21:39","OZ709","21"
"중국","광저우","CAN","2024-11-12","21:10","21:44","OZ357","97"
"베트남","나트랑","CXR","2024-11-12","21:15","21:28","OZ7731","0"
"베트남","호찌민","SGN","2024-11-12","21:15","21:34","VJ861","0"
"태국","방콕/수완나품","BKK","2024-11-12","21:15","21:41","7C2205","8"
"베트남","다낭","DAD","2024-11-12","21:20","21:53","7C2903","7"
"베트남","달랏","DLI","2024-11-12","21:20","22:00","7C2311","0"
"베트남","하노이","HAN","2024-11-12","21:20","22:43","7C2803","19"
"일본","도쿄/하네다","HND","2024-11-12","21:30","22:09","OZ178","20"
"필리핀","클라크필드","CRK","2024-11-12","21:30","22:11","OZ707","40"
"마카오","마카오","MFM","2024-11-12","21:35","21:47","KE169","7"
"필리핀","클라크필드","CRK","2024-11-12","21:35","22:27","LJ037","7"
"중국","우한","WUH","2024-11-12","21:45","22:14","TW615","1"
"홍콩","홍콩","HKG","2024-11-12","21:50","22:12","UO627","0"
"베트남","나트랑","CXR","2024-11-12","21:50","22:19","7C4907","0"
"베트남","나트랑","CXR","2024-11-12","21:50","22:22","BX787","0"
"필리핀","세부","CEB","2024-11-12","21:50","22:31","5J129","0"
"호주","브리즈번","BNE","2024-11-12","21:50","22:33","JQ054","0"
"중국","선양(심양)","SHE","2024-11-12","21:55","22:05","CZ672","6"
"필리핀","보홀 팡라오","TAG","2024-11-12","21:55","22:16","BX7135","0"
"중국","지난","TNA","2024-11-12","22:05","22:18","SC8004","1"
"홍콩","홍콩","HKG","2024-11-12","22:05","22:29","LJ701","2"
"홍콩","홍콩","HKG","2024-11-12","22:05","22:36","7C2107","3"
"중국","칭다오","TAO","2024-11-12","22:10","22:23","SC4620","6"
"호주","시드니","SYD","2024-11-12","22:10","22:39","QF088","1"
"홍콩","홍콩","HKG","2024-11-12","22:10","23:02","TW117","6"
"필리핀","클라크필드","CRK","2024-11-12","22:25","22:41","7C4603","12"
"일본","도쿄/하네다","HND","2024-11-12","22:40","22:54","MM808","0"
"베트남","다낭","DAD","2024-11-12","22:40","23:01","VJ875","3"
"중국","정저우","CGO","2024-11-12","22:45","22:58","ZE853","3"
"캐나다","밴쿠버","YVR","2024-11-12","22:50","23:08","KE075","53"
"핀란드","헬싱키","HEL","2024-11-12","23:00","23:11","AY042","4"
"네덜란드","암스테르담","AMS","2024-11-12","23:05","23:34","KL856","28"
"싱가포르","싱가포르","SIN","2024-11-12","23:10","23:20","KE647","32"
"중국","칭다오","TAO","2024-11-12","23:20","23:16","QW9902","2"
"아랍에미리트","두바이","DXB","2024-11-12","23:40","23:52","EK323","4"
"싱가포르","싱가포르","SIN","2024-11-13","00:05","00:02","SQ605Y","4"
"몽골","신 울란바토르","UBN","2024-11-13","00:05","00:22","OM308","25"
"필리핀","마닐라","MNL","2024-11-13","00:05","00:38","Z2889","0"
"터키","이스탄불","IST","2024-11-13","00:10","00:20","TK091","2"
"카타르","도하","DOH","2024-11-13","00:20","00:30","QR859","2"
"중국","상하이/푸동","PVG","2024-11-13","00:30","00:34","ZE871","2"
"대만","타이베이","TPE","2024-11-13","00:30","00:42","IT603","0"
"말레이시아","코타키나발루","BKI","2024-11-13","01:05","01:06","AK1624","1"
"필리핀","마닐라","MNL","2024-11-13","01:15","01:20","5J187","0"
"베트남","푸꾸옥","PQC","2024-11-13","01:45","01:44","VJ975","0"
"베트남","나트랑","CXR","2024-11-13","01:50","02:48","VJ839","0"
"베트남","푸꾸옥","PQC","2024-11-13","02:20","03:42","VJ979","1"
"베트남","푸꾸옥","PQC","2024-11-13","05:00","05:51","VJ977","0"
"베트남","다낭","DAD","2024-11-13","06:15","06:20","VJ881","0"
"베트남","나트랑","CXR","2024-11-13","06:15","06:40","VN441","2"
"베트남","나트랑","CXR","2024-11-13","06:20","06:55","VJ837","0"
"베트남","하노이","HAN","2024-11-13","06:25","06:29","VJ963","0"
"일본","후쿠오카","FUK","2024-11-13","06:30","06:43","7C1401","2"
"베트남","나트랑","CXR","2024-11-13","06:45","07:10","VJ835","0"
"미얀마","양곤","RGN","2024-11-13","06:50","06:50","UB8302","0"
"일본","후쿠오카","FUK","2024-11-13","06:50","07:08","LJ261","0"
"말레이시아","쿠알라룸푸르","KUL","2024-11-13","06:50","07:27","OD821","2"
"일본","마쓰야마","MYJ","2024-11-13","07:00","07:12","7C1771","1"
"일본","오사카/ 간사이","KIX","2024-11-13","07:00","07:15","7C1301","1"
"베트남","호찌민","SGN","2024-11-13","07:00","07:42","VJ865","0"
"베트남","다낭","DAD","2024-11-13","07:00","07:44","VJ879","0"
"한국","부산","PUS","2024-11-13","07:00","07:49","KE1405","142"
"일본","키타큐슈","KKJ","2024-11-13","07:05","07:22","LJ349","1"
"필리핀","보홀 팡라오","TAG","2024-11-13","07:15","07:19","7C4407","0"
"베트남","하이퐁","HPH","2024-11-13","07:15","07:25","VJ925","0"
"일본","오사카/ 간사이","KIX","2024-11-13","07:15","07:31","RS711","0"
"일본","삿포로","CTS","2024-11-13","07:20","07:36","7C1501","1"
"중국","옌타이","YNT","2024-11-13","07:25","07:29","MU5050","2"
"일본","후쿠오카","FUK","2024-11-13","07:25","07:38","BX156","0"
"일본","도쿄/나리타","NRT","2024-11-13","07:25","07:46","LJ201","2"
"필리핀","마닐라","MNL","2024-11-13","07:30","07:33","PR467","0"
"일본","오사카/ 간사이","KIX","2024-11-13","07:30","07:51","MM712","0"
"중국","칭다오","TAO","2024-11-13","07:30","07:59","TW607","5"
"베트남","호찌민","SGN","2024-11-13","07:30","08:01","OZ731","31"
"말레이시아","쿠알라룸푸르","KUL","2024-11-13","07:35","07:54","D7505","2"
"일본","도쿄/나리타","NRT","2024-11-13","07:35","07:56","BX164","0"
"필리핀","마닐라","MNL","2024-11-13","07:35","08:08","OZ701","86"
"일본","나고야","NGO","2024-11-13","07:40","08:09","LJ345","0"
"일본","삿포로","CTS","2024-11-13","07:40","08:15","ZE621","0"
"몽골","신 울란바토르","UBN","2024-11-13","07:45","08:04","KE197","78"
"일본","히로시마","HIJ","2024-11-13","07:45","08:06","7C1611","1"
"베트남","다낭","DAD","2024-11-13","07:45","08:11","TW125","0"
"필리핀","마닐라","MNL","2024-11-13","07:45","08:21","KE621","162"
"일본","구마모토","KMJ","2024-11-13","07:50","08:18","TW275","0"
"중국","선양(심양)","SHE","2024-11-13","07:55","08:19","TW613","4"
"중국","베이징/서우두","PEK","2024-11-13","07:55","08:23","KE859","55"
"일본","오사카/ 간사이","KIX","2024-11-13","07:55","08:24","TW281","0"
"대만","타이베이","TPE","2024-11-13","08:00","08:17","ZE881","0"
"미국","애틀랜타","ATL","2024-11-13","08:00","08:20","DL9888","9"
"일본","후쿠오카","FUK","2024-11-13","08:00","08:22","KE787","20"
"일본","오카야마","OKJ","2024-11-13","08:00","08:27","KE771","1"
"일본","오사카/ 간사이","KIX","2024-11-13","08:00","08:33","LJ231","0"
"일본","도쿄/나리타","NRT","2024-11-13","08:05","08:30","LJ217","0"
"일본","오키나와","OKA","2024-11-13","08:05","08:37","KE755","8"
"일본","오사카/ 간사이","KIX","2024-11-13","08:05","08:37","OZ112","20"
"베트남","하노이","HAN","2024-11-13","08:05","08:54","KE441","16"
"홍콩","홍콩","HKG","2024-11-13","08:10","08:33","KE171","61"
"일본","후쿠오카","FUK","2024-11-13","08:10","08:35","RS727","1"
"일본","나고야","NGO","2024-11-13","08:10","08:40","OZ122","24"
"일본","도쿄/나리타","NRT","2024-11-13","08:10","08:43","RS705","3"
"일본","후쿠오카","FUK","2024-11-13","08:10","08:45","7C1411","1"
"일본","도쿄/나리타","NRT","2024-11-13","08:10","08:47","7C1101","0"
"중국","선전","SZX","2024-11-13","08:15","08:47","KE827","20"
"일본","미야코지마/시모지시마","SHI","2024-11-13","08:15","09:18","LJ357","0"
"필리핀","마닐라","MNL","2024-11-13","08:20","08:38","5J185","0"
"중국","상하이/푸동","PVG","2024-11-13","08:25","08:41","KE893","73"
"일본","도쿄/나리타","NRT","2024-11-13","08:25","08:50","RF326","0"
"중국","칭다오","TAO","2024-11-13","08:30","08:42","MU2044","6"
"중국","광저우","CAN","2024-11-13","08:30","09:00","OZ369","28"
"일본","도쿄/나리타","NRT","2024-11-13","08:35","08:53","TW211","4"
"일본","삿포로","CTS","2024-11-13","08:35","08:56","LJ301","6"
"괌","괌","GUM","2024-11-13","08:35","18:01","TW303","0"
"일본","도쿄/나리타","NRT","2024-11-13","08:40","09:01","ZE601","0"
"일본","후쿠오카","FUK","2024-11-13","08:40","09:03","OZ132","14"
"중국","칭다오","TAO","2024-11-13","08:45","08:56","SC4622","9"
"중국","하얼빈","HRB","2024-11-13","08:45","09:02","7C8905","3"
"일본","가고시마","KOJ","2024-11-13","08:45","09:05","KE785","1"
"일본","다카마쓰","TAK","2024-11-13","08:45","09:07","RS741","0"
"일본","도쿄/나리타","NRT","2024-11-13","08:45","09:13","YP731","0"
"싱가포르","싱가포르","SIN","2024-11-13","08:50","09:14","SQ607","4"
"중국","선양(심양)","SHE","2024-11-13","08:50","09:16","KE831","34"
"중국","광저우","CAN","2024-11-13","08:55","09:07","KE865","107"
"중국","상하이/푸동","PVG","2024-11-13","08:55","09:08","MU5052","2"
"중국","장사","CSX","2024-11-13","08:55","09:12","KE819","6"
"일본","오사카/ 간사이","KIX","2024-11-13","08:55","09:25","LJ233","1"
"일본","오사카/ 간사이","KIX","2024-11-13","09:00","09:10","KE723","13"
"홍콩","홍콩","HKG","2024-11-13","09:00","09:23","OZ721","8"
"독일","프랑크푸르트","FRA","2024-11-13","09:00","09:28","OZ541","7"
"일본","도쿄/나리타","NRT","2024-11-13","09:00","09:34","OZ102","88"
"중국","옌지(연길)","YNJ","2024-11-13","09:00","09:41","OZ351","5"
"대만","타이베이","TPE","2024-11-13","09:00","09:56","KE185","16"
"일본","오사카/ 간사이","KIX","2024-11-13","09:05","09:19","ZE611","0"
"중국","창춘","CGQ","2024-11-13","09:05","09:20","OZ303","16"
"중국","상하이/푸동","PVG","2024-11-13","09:05","09:26","OZ361","56"
"중국","칭다오","TAO","2024-11-13","09:05","09:45","KE845","52"
"일본","오사카/ 간사이","KIX","2024-11-13","09:10","09:21","7C1303","0"
"일본","오사카/ 간사이","KIX","2024-11-13","09:10","09:31","BX172","0"
"베트남","하노이","HAN","2024-11-13","09:10","09:33","OZ729","4"
"베트남","호찌민","SGN","2024-11-13","09:10","09:35","KE469","40"
"일본","삿포로","CTS","2024-11-13","09:10","09:37","OZ174","12"
"중국","정저우","CGO","2024-11-13","09:10","09:38","KE131","15"
"미국","보스턴","BOS","2024-11-13","09:10","09:40","KE091","124"
"일본","도쿄/나리타","NRT","2024-11-13","09:15","09:28","ZE607","1"
"태국","방콕/수완나품","BKK","2024-11-13","09:15","09:31","KE657","43"
"중국","시안","XIY","2024-11-13","09:15","09:51","KE811","12"
"중국","우한","WUH","2024-11-13","09:15","09:54","KE137","19"
"괌","괌","GUM","2024-11-13","09:15","15:07","KE421","17"
"헝가리","부다페스트","BUD","2024-11-13","09:20","09:24","LO2002","2"
"필리핀","칼리보","KLO","2024-11-13","09:20","09:42","TW139","0"
"일본","도쿄/나리타","NRT","2024-11-13","09:20","09:45","RS701","0"
"중국","베이징/다싱","PKX","2024-11-13","09:25","09:48","CZ316","2"
"중국","옌지(연길)","YNJ","2024-11-13","09:25","09:59","KE117","6"
"일본","센다이","SDJ","2024-11-13","09:30","09:49","OZ152","11"
"일본","후쿠오카","FUK","2024-11-13","09:35","09:50","ZE641","0"
"미국","디트로이트","DTW","2024-11-13","09:35","09:54","DL158","132"
"일본","오키나와","OKA","2024-11-13","09:35","10:01","OZ172","3"
"중국","다롄(대련)","DLC","2024-11-13","09:35","10:03","OZ301","22"
"터키","이스탄불","IST","2024-11-13","09:35","10:08","OZ551","4"
"태국","방콕/수완나품","BKK","2024-11-13","09:35","10:10","TG659","4"
"한국","부산","PUS","2024-11-13","09:40","09:53","KE1407","226"
"일본","미야자키","KMI","2024-11-13","09:40","09:56","OZ158","1"
"일본","오사카/ 간사이","KIX","2024-11-13","09:40","10:02","7C1377","0"
"대만","타이베이","TPE","2024-11-13","09:40","10:06","LJ731","0"
"대만","타이베이","TPE","2024-11-13","09:45","10:17","OZ711","10"
"미국","애틀랜타","ATL","2024-11-13","09:45","10:19","KE035","146"
"프랑스","파리/샤를드골","CDG","2024-11-13","09:50","10:12","TW401","12"
"미국","뉴욕/존에프케네디","JFK","2024-11-13","09:50","10:13","OZ222","115"
"홍콩","홍콩","HKG","2024-11-13","09:50","10:14","7C2101","0"
